Symbol,Company Name,Sector,Industry,Country,Region,Zip Code
BSTZ,BlackRock Science and Technology Term Trust,Financial Services,Asset Management,United States,NY,10001
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,United States,MA,01752-1234
BTA,BlackRock Long-Term Municipal Advantage Trust,Financial Services,Asset Management,United States,NY,10001
BTCM,BIT Mining Limited,Technology,Information Technology Services,United States,OH,44306
BTE,Baytex Energy Corp.,Energy,Oil & Gas E&P,Canada,AB,T2P 0R3
BTG,B2Gold Corp.,Basic Materials,Gold,Canada,BC,V6C 2X8
BTO,John Hancock Financial Opportunities Fund,Financial Services,Asset Management,United States,MA,2116
BTT,Blackrock Municipal 2030 Target Term Trust,Financial Services,Asset Management,United States,NY,10001
BTTR,Better Choice Company Inc.,Consumer Defensive,Packaged Foods,United States,FL,33626
BTU,Peabody Energy Corporation,Energy,Thermal Coal,United States,MO,63101-1826
BTZ,BlackRock Credit Allocation Income Trust,Financial Services,Asset Management,United States,NY,10001
BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust",Financial Services,Asset Management,United States,NY,10001
BURL,"Burlington Stores, Inc.",Consumer Cyclical,Apparel Retail,United States,NJ,8016
BURU,"Nuburu, Inc.",Industrials,Specialty Industrial Machinery,United States,CO,80112
BW,"Babcock & Wilcox Enterprises, Inc.",Industrials,Specialty Industrial Machinery,United States,OH,44305
BV,"BrightView Holdings, Inc.",Industrials,Specialty Business Services,United States,PA,19422
BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,United States,MI,48326
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,Financial Services,Asset Management,United States,NY,10017
BWMX,"Betterware de MÃ©xico, S.A.P.I. de C.V.",Consumer Cyclical,Specialty Retail,Mexico,JA,45350
BX,Blackstone Inc.,Financial Services,Asset Management,United States,NY,10154
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,United States,VA,24504
BXC,BlueLinx Holdings Inc.,Industrials,Industrial Distribution,United States,GA,30067
BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REITâ€”Mortgage,United States,NY,10154
BXP,"BXP, Inc.",Real Estate,REITâ€”Office,United States,MA,02199-8103
BXMX,Nuveen S&P 500 Buy-Write Income Fund,Financial Services,Asset Management,United States,IL,60606-1220
BXSL,Blackstone Secured Lending Fund,Financial Services,Asset Management,United States,NY,10154
BY,"Byline Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,IL,60601
BYD,Boyd Gaming Corporation,Consumer Cyclical,Resorts & Casinos,United States,NV,89118
BYM,BlackRock Municipal Income Quality Trust,Financial Services,Asset Management,United States,NY,10001
BYON,"Beyond, Inc.",Consumer Cyclical,Internet Retail,United States,UT,84047
C,Citigroup Inc.,Financial Services,Banksâ€”Diversified,United States,NY,10013
BZH,"Beazer Homes USA, Inc.",Consumer Cyclical,Residential Construction,United States,GA,30319
CADE,Cadence Bank,Financial Services,Banksâ€”Regional,United States,MS,38804
CACI,CACI International Inc,Technology,Information Technology Services,United States,VA,20190
CABO,"Cable One, Inc.",Communication Services,Telecom Services,United States,AZ,85012
CAE,CAE Inc.,Industrials,Aerospace & Defense,Canada,QC,H4T 1G6
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,United States,IL,60654
CAF,"Morgan Stanley China A Share Fund, Inc.",Financial Services,Asset Management,United States,NY,10036
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,United States,OH,43017
CAL,"Caleres, Inc.",Consumer Cyclical,Apparel Retail,United States,MO,63105
CALX,"Calix, Inc.",Technology,Softwareâ€”Infrastructure,United States,CA,95134
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,United States,FL,33418
CAPL,CrossAmerica Partners LP,Energy,Oil & Gas Refining & Marketing,United States,PA,18101
CARS,Cars.com Inc.,Consumer Cyclical,Auto & Truck Dealerships,United States,IL,60606
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,United States,TX,75039
CATO,The Cato Corporation,Consumer Cyclical,Apparel Retail,United States,NC,28273-5975
CATX,"Perspective Therapeutics, Inc.",Healthcare,Medical Devices,United States,WA,98121
CAVA,"CAVA Group, Inc.",Consumer Cyclical,Restaurants,United States,DC,20016
CBL,"CBL & Associates Properties, Inc.",Real Estate,REITâ€”Retail,United States,TN,37421-6000
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,IL,60607
CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,United States,TX,75201
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,United States,MA,2210
CBU,"Community Financial System, Inc.",Financial Services,Banksâ€”Regional,United States,NY,13214-1883
CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,United States,OH,44131
CC,The Chemours Company,Basic Materials,Specialty Chemicals,United States,DE,19801
CCEL,"Cryo-Cell International, Inc.",Healthcare,Medical Care Facilities,United States,FL,34677
CCI,Crown Castle Inc.,Real Estate,REITâ€”Specialty,United States,TX,77024-1908
CCIF,Carlyle Credit Income Fund,Financial Services,Asset Management,United States,CA,92618
CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,United States,FL,33178-2428
CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,United States,PA,33637-2015
CCJ,Cameco Corporation,Energy,Uranium,Canada,SK,S7M 1J3
CCO,"Clear Channel Outdoor Holdings, Inc.",Communication Services,Advertising Agencies,United States,TX,78249
CCRD,CoreCard Corporation,Technology,Softwareâ€”Application,United States,GA,30093
CCS,"Century Communities, Inc.",Real Estate,Real Estateâ€”Development,United States,CO,80111
CDE,"Coeur Mining, Inc.",Basic Materials,Gold,United States,IL,60606
CDP,COPT Defense Properties,Real Estate,REITâ€”Office,United States,MD,21046-2383
CDRE,"Cadre Holdings, Inc.",Industrials,Aerospace & Defense,United States,FL,32218
CE,Celanese Corporation,Basic Materials,Chemicals,United States,TX,75039-5421
CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,United States,PA,15317-9565
CET,Central Securities Corporation,Financial Services,Asset Management,United States,NY,10111-0100
CEV,Eaton Vance California Municipal Income Trust,Financial Services,Asset Management,United States,MA,2109
CFG,"Citizens Financial Group, Inc.",Financial Services,Banksâ€”Regional,United States,RI,2903
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,United States,IL,60062
CFR,"Cullen/Frost Bankers, Inc.",Financial Services,Banksâ€”Regional,United States,TX,78205
CGAU,Centerra Gold Inc.,Basic Materials,Gold,Canada,ON,M5J 2P1
CHCT,Community Healthcare Trust Incorporated,Real Estate,REITâ€”Healthcare Facilities,United States,TN,37067-2870
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,United States,NJ,8628
CHE,Chemed Corporation,Healthcare,Medical Care Facilities,United States,OH,45202-4726
CHH,"Choice Hotels International, Inc.",Consumer Cyclical,Lodging,United States,MD,20852
CHGG,"Chegg, Inc.",Consumer Defensive,Education & Training Services,United States,CA,95054
CHMI,Cherry Hill Mortgage Investment Corporation,Real Estate,REITâ€”Mortgage,United States,NJ,7727
CHN,"The China Fund, Inc.",Financial Services,Asset Management,United States,NY,10019
CHPT,"ChargePoint Holdings, Inc.",Consumer Cyclical,Specialty Retail,United States,CA,95008
CHRO,Chromocell Therapeutics Corporation,Healthcare,Biotechnology,United States,NJ,7728
CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,United States,FL,33322
CI,The Cigna Group,Healthcare,Healthcare Plans,United States,CT,6002
CIA,"Citizens, Inc.",Financial Services,Insuranceâ€”Life,United States,TX,78758
CIEN,Ciena Corporation,Technology,Communication Equipment,United States,MD,21076
CIF,MFS Intermediate High Income Fund,Financial Services,Asset Management,United States,MA,2199
CIG,Companhia EnergÃ©tica de Minas Gerais - CEMIG,Utilities,Utilitiesâ€”Diversified,Brazil,MG,30190-131
CII,"BlackRock Enhanced Capital and Income Fund, Inc.",Financial Services,Asset Management,United States,NY,10001
CIM,Chimera Investment Corporation,Real Estate,REITâ€”Mortgage,United States,NY,10111
CIK,"Credit Suisse Asset Management Income Fund, Inc.",Financial Services,Asset Management,United States,NY,10010-3629
CINT,CI&T Inc.,Technology,Softwareâ€”Infrastructure,Brazil,SP,13086-530
CIO,"City Office REIT, Inc.",Real Estate,REITâ€”Office,Canada,BC,V6C 2X8
CION,CION Investment Corporation,Financial Services,Asset Management,United States,NY,10017
CIVI,"Civitas Resources, Inc.",Energy,Oil & Gas E&P,United States,CO,80202
CIX,CompX International Inc.,Industrials,Security & Protection Services,United States,TX,75240-2620
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,United States,NY,10022-7499
CKX,"CKX Lands, Inc.",Energy,Oil & Gas E&P,United States,LA,70601
CLB,Core Laboratories Inc.,Energy,Oil & Gas Equipment & Services,United States,TX,77040
CLDI,"Calidi Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92121
CLDT,Chatham Lodging Trust,Real Estate,REITâ€”Hotel & Motel,United States,FL,33401-6146
CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,United States,OH,44114-2315
CLM,"Cornerstone Strategic Value Fund, Inc.",Financial Services,Asset Management,United States,NC,28803
CLH,"Clean Harbors, Inc.",Industrials,Waste Management,United States,MA,02061-9149
CLPR,Clipper Realty Inc.,Real Estate,REITâ€”Residential,United States,NY,11219-2514
CLS,Celestica Inc.,Technology,Electronic Components,Canada,ON,M2N 6L7
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,United States,CA,94612-1888
CM,Canadian Imperial Bank of Commerce,Financial Services,Banksâ€”Diversified,Canada,ON,M5J 0E7
CLW,Clearwater Paper Corporation,Basic Materials,Paper & Paper Products,United States,WA,99201
CMA,Comerica Incorporated,Financial Services,Banksâ€”Regional,United States,TX,75201-6404
CMC,Commercial Metals Company,Basic Materials,Steel,United States,TX,75039
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,United States,CA,92660
CMP,"Compass Minerals International, Inc.",Basic Materials,Other Industrial Metals & Mining,United States,KS,66210
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,United States,IN,47202-3005
CMS,CMS Energy Corporation,Utilities,Utilitiesâ€”Regulated Electric,United States,MI,49201
CMT,"Core Molding Technologies, Inc.",Basic Materials,Specialty Chemicals,United States,OH,43228-0183
CNA,CNA Financial Corporation,Financial Services,Insuranceâ€”Property & Casualty,United States,IL,60606
CMTG,"Claros Mortgage Trust, Inc.",Real Estate,REITâ€”Mortgage,United States,NY,10023
CMU,MFS High Yield Municipal Trust,Financial Services,Asset Management,United States,MA,2199
CNC,Centene Corporation,Healthcare,Healthcare Plans,United States,MO,63105
CNK,"Cinemark Holdings, Inc.",Communication Services,Entertainment,United States,TX,75093
CNI,Canadian National Railway Company,Industrials,Railroads,Canada,QC,H3B 2M9
CNL,Collective Mining Ltd.,Basic Materials,Gold,Canada,ON,M5C 1P1
CNM,"Core & Main, Inc.",Industrials,Industrial Distribution,United States,MO,63146
CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,Restaurants,United States,NV,89134
CNMD,CONMED Corporation,Healthcare,Medical Devices,United States,FL,33773-4908
CNP,"CenterPoint Energy, Inc.",Utilities,Utilitiesâ€”Regulated Electric,United States,TX,77002
CNO,"CNO Financial Group, Inc.",Financial Services,Insuranceâ€”Life,United States,IN,46032
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,Canada,AB,T2P 4J8
CNS,"Cohen & Steers, Inc.",Financial Services,Asset Management,United States,NY,10036
CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,United States,PA,15317-6506
COF,Capital One Financial Corporation,Financial Services,Credit Services,United States,VA,22102
CODI,Compass Diversified,Industrials,Conglomerates,United States,CT,6880
COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,United States,PA,16056
COLD,"Americold Realty Trust, Inc.",Real Estate,REITâ€”Industrial,United States,GA,30328-7250
COHN,Cohen & Company Inc.,Financial Services,Capital Markets,United States,PA,19104
CON,"Concentra Group Holdings Parent, Inc.",Healthcare,Medical Care Facilities,United States,PA,17055
COMP,"Compass, Inc.",Real Estate,Real Estate Services,United States,NY,10011
COOK,"Traeger, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,UT,84101
COP,ConocoPhillips,Energy,Oil & Gas E&P,United States,TX,77079-2703
COR,"Cencora, Inc.",Healthcare,Medical Distribution,United States,PA,19428-1800
COTY,Coty Inc.,Consumer Defensive,Household & Personal Products,United States,NY,10118
CPAY,"Corpay, Inc.",Technology,Softwareâ€”Infrastructure,United States,GA,30305
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,United States,CA,94041
CP,Canadian Pacific Kansas City Limited,Industrials,Railroads,Canada,AB,T2C 4X9
CPF,Central Pacific Financial Corp.,Financial Services,Banksâ€”Regional,United States,HI,96813
CPK,Chesapeake Utilities Corporation,Utilities,Utilitiesâ€”Regulated Gas,United States,DE,19901
CPNG,"Coupang, Inc.",Consumer Cyclical,Internet Retail,United States,WA,98101
CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts,United States,MI,48168
CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas Midstream,United States,TX,77002
CRC,California Resources Corporation,Energy,Oil & Gas E&P,United States,CA,90831
CPT,Camden Property Trust,Real Estate,REITâ€”Residential,United States,TX,77046-1124
CRBG,"Corebridge Financial, Inc.",Financial Services,Asset Management,United States,TX,77019
CR,Crane Company,Industrials,Specialty Industrial Machinery,United States,CT,6902
CRGY,Crescent Energy Company,Energy,Oil & Gas Integrated,United States,TX,77002
CRF,"Cornerstone Total Return Fund, Inc.",Financial Services,Asset Management,United States,NC,28803
CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,United States,GA,30326
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,United States,TX,75034
CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,United States,MA,1887
CRM,"Salesforce, Inc.",Technology,Softwareâ€”Application,United States,CA,94105
CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,United States,PA,19103
CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas E&P,United States,TX,75219-4518
CSAN,Cosan S.A.,Energy,Oil & Gas Refining & Marketing,Brazil,SP,04538-132
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,United States,AZ,85254
CSR,Centerspace,Real Estate,REITâ€”Residential,United States,ND,58702-1988
CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,United States,TX,77056
CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,NJ,8873
CTGO,"Contango Ore, Inc.",Basic Materials,Gold,United States,AK,99701
CTO,"CTO Realty Growth, Inc.",Real Estate,REITâ€”Diversified,United States,FL,32789
CTM,"Castellum, Inc.",Technology,Information Technology Services,United States,MD,20814
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services,United States,MO,64125
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,United States,TX,77024
CTRE,"CareTrust REIT, Inc.",Real Estate,REITâ€”Healthcare Facilities,United States,CA,92673-6277
CTRI,"Centuri Holdings, Inc.",Utilities,Utilitiesâ€”Regulated Gas,United States,AZ,85027
CTS,CTS Corporation,Technology,Electronic Components,United States,IL,60532
CUBE,CubeSmart,Real Estate,REITâ€”Industrial,United States,PA,19355-2132
CTV,Innovid Corp.,Communication Services,Advertising Agencies,United States,NY,10003
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,United States,IN,46268
CUBI,"Customers Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,PA,19611
